SID,input,Family,Scientific_name,code
981,0,Gobiidae,Gobiidae sp23,#460_Gobiidae_Gobiidae_sp23
982,0,Gobiidae,Gobiidae sp24,#460_Gobiidae_Gobiidae_sp24
983,0,Gobiidae,Gobiidae sp25,#460_Gobiidae_Gobiidae_sp25
984,1,Gobiidae,Gymnogobius breunigii,#460_Gobiidae_Gymnogobius_breunigii
985,0,Gobiidae,Gymnogobius castaneus,#460_Gobiidae_Gymnogobius_castaneus
986,1,Gobiidae,Gymnogobius heptacanthus,#460_Gobiidae_Gymnogobius_heptacanthus
987,0,Gobiidae,Gymnogobius macrognathos,#460_Gobiidae_Gymnogobius_macrognathos
988,0,Gobiidae,Gymnogobius mororanus,#460_Gobiidae_Gymnogobius_mororanus
989,1,Gobiidae,Gymnogobius opperiens,#460_Gobiidae_Gymnogobius_opperiens
990,1,Gobiidae,Gymnogobius petschiliensis,#460_Gobiidae_Gymnogobius_petschiliensis
991,0,Gobiidae,Gymnogobius sp1,#460_Gobiidae_Gymnogobius_sp1
992,1,Gobiidae,Gymnogobius sp2,#460_Gobiidae_Gymnogobius_sp2
993,1,Gobiidae,Gymnogobius sp3,#460_Gobiidae_Gymnogobius_sp3
994,1,Gobiidae,Gymnogobius sp4,#460_Gobiidae_Gymnogobius_sp4
995,1,Gobiidae,Gymnogobius sp5,#460_Gobiidae_Gymnogobius_sp5
996,1,Gobiidae,Gymnogobius sp6,#460_Gobiidae_Gymnogobius_sp6
997,0,Gobiidae,Gymnogobius uchidai,#460_Gobiidae_Gymnogobius_uchidai
998,1,Gobiidae,Gymnogobius urotaenia,#460_Gobiidae_Gymnogobius_urotaenia
999,1,Gobiidae,Istigobius campbelli,#460_Gobiidae_Istigobius_campbelli
1000,0,Gobiidae,Istigobius decoratus,#460_Gobiidae_Istigobius_decoratus
1001,1,Gobiidae,Istigobius hoshinonis,#460_Gobiidae_Istigobius_hoshinonis
1002,1,Gobiidae,Istigobius ornatus,#460_Gobiidae_Istigobius_ornatus
1003,0,Gobiidae,Leucopsarion petersii,#460_Gobiidae_Leucopsarion_petersii
1004,1,Gobiidae,Luciogobius elongatus,#460_Gobiidae_Luciogobius_elongatus
1005,0,Gobiidae,Luciogobius grandis-platycephalus spp complex,#460_Gobiidae_Luciogobius_grandis-platycephalus_spp_complex
1006,1,Gobiidae,Luciogobius guttatus typeA,#460_Gobiidae_Luciogobius_guttatus_typeA
1007,1,Gobiidae,Luciogobius guttatus typeB,#460_Gobiidae_Luciogobius_guttatus_typeB
1008,1,Gobiidae,Luciogobius saikaiensis,#460_Gobiidae_Luciogobius_saikaiensis
1009,1,Gobiidae,Luciogobius sp cf platycephalus,#460_Gobiidae_Luciogobius_sp_cf_platycephalus
1010,1,Gobiidae,Luciogobius sp cf saikaiensis,#460_Gobiidae_Luciogobius_sp_cf_saikaiensis
1011,0,Gobiidae,Luciogobius sp01,#460_Gobiidae_Luciogobius_sp01
1012,0,Gobiidae,Luciogobius sp03,#460_Gobiidae_Luciogobius_sp03
1013,0,Gobiidae,Luciogobius sp04,#460_Gobiidae_Luciogobius_sp04
1014,1,Gobiidae,Luciogobius sp05,#460_Gobiidae_Luciogobius_sp05
1015,1,Gobiidae,Luciogobius sp06,#460_Gobiidae_Luciogobius_sp06
1016,0,Gobiidae,Luciogobius sp07,#460_Gobiidae_Luciogobius_sp07
1017,1,Gobiidae,Luciogobius sp08,#460_Gobiidae_Luciogobius_sp08
1018,0,Gobiidae,Luciogobius sp09,#460_Gobiidae_Luciogobius_sp09
1019,1,Gobiidae,Luciogobius sp10,#460_Gobiidae_Luciogobius_sp10
1020,1,Gobiidae,Mugilogobius abei,#460_Gobiidae_Mugilogobius_abei
1021,0,Gobiidae,Mugilogobius sp,#460_Gobiidae_Mugilogobius_sp
1022,1,Gobiidae,Myersina filifer,#460_Gobiidae_Myersina_filifer
1023,0,Gobiidae,Myersina macrostoma,#460_Gobiidae_Myersina_macrostoma
1024,0,Gobiidae,Oplopomus oplopomus,#460_Gobiidae_Oplopomus_oplopomus
1025,0,Gobiidae,Oxudercinae sp,#460_Gobiidae_Oxudercinae_sp
1026,0,Gobiidae,Oxyurichthys lonchotus,#460_Gobiidae_Oxyurichthys_lonchotus
1027,0,Gobiidae,Pandaka sp,#460_Gobiidae_Pandaka_sp
1028,1,Gobiidae,Paratrypauchen microcephalus,#460_Gobiidae_Paratrypauchen_microcephalus
1029,0,Gobiidae,Periophthalmus argentilineatus,#460_Gobiidae_Periophthalmus_argentilineatus
1030,0,Gobiidae,Periophthalmus modestus,#460_Gobiidae_Periophthalmus_modestus
1031,0,Gobiidae,Pleurosicya bilobata,#460_Gobiidae_Pleurosicya_bilobata
1032,1,Gobiidae,Priolepis borea,#460_Gobiidae_Priolepis_borea
1033,0,Gobiidae,Priolepis cincta,#460_Gobiidae_Priolepis_cincta
1034,0,Gobiidae,Priolepis latifascima,#460_Gobiidae_Priolepis_latifascima
1035,1,Gobiidae,Priolepis semidoliata,#460_Gobiidae_Priolepis_semidoliata
1036,0,Gobiidae,Priolepis sp,#460_Gobiidae_Priolepis_sp
1037,0,Gobiidae,Pseudogobius masago,#460_Gobiidae_Pseudogobius_masago
1038,0,Gobiidae,Pseudogobius sp cf javanicus,#460_Gobiidae_Pseudogobius_sp_cf_javanicus
1039,1,Gobiidae,Pterogobius elapoides,#460_Gobiidae_Pterogobius_elapoides
1040,0,Gobiidae,Pterogobius virgo,#460_Gobiidae_Pterogobius_virgo
1041,1,Gobiidae,Pterogobius zacalles,#460_Gobiidae_Pterogobius_zacalles
1042,1,Gobiidae,Pterogobius zonoleucus typeA,#460_Gobiidae_Pterogobius_zonoleucus_typeA
1043,1,Gobiidae,Pterogobius zonoleucus typeB,#460_Gobiidae_Pterogobius_zonoleucus_typeB
1044,0,Gobiidae,Redigobius bikolanus,#460_Gobiidae_Redigobius_bikolanus
1045,1,Gobiidae,Rhinogobius similis,#460_Gobiidae_Rhinogobius_similis
1046,0,Gobiidae,Rhinogobius spp complex,#460_Gobiidae_Rhinogobius_spp_complex
1047,1,Gobiidae,Sagamia geneionema,#460_Gobiidae_Sagamia_geneionema
1048,1,Gobiidae,Sicyopterus japonicus,#460_Gobiidae_Sicyopterus_japonicus
1049,1,Gobiidae,Taenioides sp,#460_Gobiidae_Taenioides_sp
1050,0,Gobiidae,Tridentiger barbatus,#460_Gobiidae_Tridentiger_barbatus
1051,1,Gobiidae,Tridentiger bifasciatus,#460_Gobiidae_Tridentiger_bifasciatus
1052,1,Gobiidae,Tridentiger nudicervicus,#460_Gobiidae_Tridentiger_nudicervicus
1053,0,Gobiidae,Tridentiger obscurus spp complex,#460_Gobiidae_Tridentiger_obscurus_spp_complex
1054,1,Gobiidae,Tridentiger trigonocephalus,#460_Gobiidae_Tridentiger_trigonocephalus
1055,0,Gobiidae,Trimma sp,#460_Gobiidae_Trimma_sp
1056,0,Gobiidae,Trimmatom pharus,#460_Gobiidae_Trimmatom_pharus
1057,0,Gobiidae,Trypauchenopsis intermedia,#460_Gobiidae_Trypauchenopsis_intermedia
1058,1,Gobiidae,Valenciennea longipinnis,#460_Gobiidae_Valenciennea_longipinnis
1059,0,Gobiidae,Valenciennea puellaris,#460_Gobiidae_Valenciennea_puellaris
1060,0,Gobiidae,Valenciennea strigata,#460_Gobiidae_Valenciennea_strigata
1061,1,Gobiidae,Vanderhorstia phaeostictus,#460_Gobiidae_Vanderhorstia_phaeostictus
1062,0,Gobiidae,Vanderhorstia sp,#460_Gobiidae_Vanderhorstia_sp
1063,0,Gobiidae,Yongeichthys nebulosus,#460_Gobiidae_Yongeichthys_nebulosus
1064,0,Microdesmidae,Gunnellichthys sp,#461_Microdesmidae_Gunnellichthys_sp
1065,0,Ptereleotridae,Parioglossus dotui,#462_Ptereleotridae_Parioglossus_dotui
1066,0,Ptereleotridae,Parioglossus sp,#462_Ptereleotridae_Parioglossus_sp
1067,1,Ptereleotridae,Ptereleotris evides,#462_Ptereleotridae_Ptereleotris_evides
1068,0,Ptereleotridae,Ptereleotris microlepis,#462_Ptereleotridae_Ptereleotris_microlepis
1069,0,Ptereleotridae,Ptereleotris sp cf heteroptera,#462_Ptereleotridae_Ptereleotris_sp_cf_heteroptera
1070,0,Ptereleotridae,Ptereleotris sp1,#462_Ptereleotridae_Ptereleotris_sp1
1071,0,Ptereleotridae,Ptereleotris sp2,#462_Ptereleotridae_Ptereleotris_sp2
1072,0,Ptereleotridae,Ptereleotris sp3,#462_Ptereleotridae_Ptereleotris_sp3
1073,0,Ptereleotridae,Ptereleotris zebra,#462_Ptereleotridae_Ptereleotris_zebra
1074,0,Schindleriidae,Schindleria praematura,#463_Schindleriidae_Schindleria_praematura
1075,1,Schindleriidae,Schindleria sp1,#463_Schindleriidae_Schindleria_sp1
1076,0,Schindleriidae,Schindleria sp2,#463_Schindleriidae_Schindleria_sp2
1077,0,Schindleriidae,Schindleria sp3,#463_Schindleriidae_Schindleria_sp3
1078,0,Schindleriidae,Schindleria sp4,#463_Schindleriidae_Schindleria_sp4
1079,0,Ephippidae,Platax pinnatus,#465_Ephippidae_Platax_pinnatus
1080,0,Scatophagidae,Scatophagus argus,#466_Scatophagidae_Scatophagus_argus
1081,1,Siganidae,Siganus argenteus,#467_Siganidae_Siganus_argenteus
1082,1,Siganidae,Siganus fuscescens,#467_Siganidae_Siganus_fuscescens
1083,1,Siganidae,Siganus guttatus,#467_Siganidae_Siganus_guttatus
1084,1,Siganidae,Siganus punctatus,#467_Siganidae_Siganus_punctatus
1085,1,Siganidae,Siganus spinus,#467_Siganidae_Siganus_spinus
1086,1,Siganidae,Siganus virgatus,#467_Siganidae_Siganus_virgatus
1087,1,Zanclidae,Zanclus cornutus,#469_Zanclidae_Zanclus_cornutus
1088,1,Acanthuridae,Acanthurus blochii,#470_Acanthuridae_Acanthurus_blochii
1089,1,Acanthuridae,Acanthurus dussumieri,#470_Acanthuridae_Acanthurus_dussumieri
1090,1,Acanthuridae,Acanthurus guttatus,#470_Acanthuridae_Acanthurus_guttatus
1091,0,Acanthuridae,Acanthurus japonicus,#470_Acanthuridae_Acanthurus_japonicus
1092,1,Acanthuridae,Acanthurus leucopareius,#470_Acanthuridae_Acanthurus_leucopareius
1093,1,Acanthuridae,Acanthurus lineatus,#470_Acanthuridae_Acanthurus_lineatus
1094,0,Acanthuridae,Acanthurus mata,#470_Acanthuridae_Acanthurus_mata
1095,1,Acanthuridae,Acanthurus nigricauda,#470_Acanthuridae_Acanthurus_nigricauda
1096,1,Acanthuridae,Acanthurus nigrofuscus,#470_Acanthuridae_Acanthurus_nigrofuscus
1097,1,Acanthuridae,Acanthurus olivaceus,#470_Acanthuridae_Acanthurus_olivaceus
1098,1,Acanthuridae,Acanthurus sp1,#470_Acanthuridae_Acanthurus_sp1
1099,1,Acanthuridae,Acanthurus sp2,#470_Acanthuridae_Acanthurus_sp2
1100,0,Acanthuridae,Acanthurus sp3,#470_Acanthuridae_Acanthurus_sp3
1101,1,Acanthuridae,Acanthurus triostegus,#470_Acanthuridae_Acanthurus_triostegus
1102,1,Acanthuridae,Acanthurus xanthopterus typeNP,#470_Acanthuridae_Acanthurus_xanthopterus_typeNP
1103,1,Acanthuridae,Acanthurus xanthopterus typeSP,#470_Acanthuridae_Acanthurus_xanthopterus_typeSP
1104,1,Acanthuridae,Ctenochaetus binotatus,#470_Acanthuridae_Ctenochaetus_binotatus
1105,1,Acanthuridae,Ctenochaetus striatus,#470_Acanthuridae_Ctenochaetus_striatus
1106,0,Acanthuridae,Naso brachycentron-lopezi spp complex,#470_Acanthuridae_Naso_brachycentron-lopezi_spp_complex
1107,1,Acanthuridae,Naso hexacanthus,#470_Acanthuridae_Naso_hexacanthus
1108,1,Acanthuridae,Naso lituratus,#470_Acanthuridae_Naso_lituratus
1109,0,Acanthuridae,Naso maculatus,#470_Acanthuridae_Naso_maculatus
1110,0,Acanthuridae,Naso thynnoides,#470_Acanthuridae_Naso_thynnoides
1111,1,Acanthuridae,Naso unicornis,#470_Acanthuridae_Naso_unicornis
1112,1,Acanthuridae,Prionurus scalprum,#470_Acanthuridae_Prionurus_scalprum
1113,1,Acanthuridae,Zebrasoma flavescens,#470_Acanthuridae_Zebrasoma_flavescens
1114,1,Acanthuridae,Zebrasoma velifer,#470_Acanthuridae_Zebrasoma_velifer
1115,1,Sphyraenidae,Sphyraena barracuda,#472_Sphyraenidae_Sphyraena_barracuda
1116,0,Sphyraenidae,Sphyraena helleri,#472_Sphyraenidae_Sphyraena_helleri
1117,1,Sphyraenidae,Sphyraena japonica,#472_Sphyraenidae_Sphyraena_japonica
1118,1,Sphyraenidae,Sphyraena obtusata,#472_Sphyraenidae_Sphyraena_obtusata
1119,1,Sphyraenidae,Sphyraena pinguis,#472_Sphyraenidae_Sphyraena_pinguis
1120,0,Sphyraenidae,Sphyraena sp1,#472_Sphyraenidae_Sphyraena_sp1
1121,0,Sphyraenidae,Sphyraena sp2,#472_Sphyraenidae_Sphyraena_sp2
1122,1,Scombridae,Acanthocybium solandri,#475_Scombridae_Acanthocybium_solandri
1123,1,Scombridae,Auxis rochei,#475_Scombridae_Auxis_rochei
1124,1,Scombridae,Auxis thazard,#475_Scombridae_Auxis_thazard
1125,0,Scombridae,Euthynnus affinis,#475_Scombridae_Euthynnus_affinis
1126,1,Scombridae,Gymnosarda unicolor,#475_Scombridae_Gymnosarda_unicolor
1127,1,Scombridae,Rastrelliger kanagurta,#475_Scombridae_Rastrelliger_kanagurta
1128,1,Scombridae,Sarda orientalis,#475_Scombridae_Sarda_orientalis
1129,0,Scombridae,Scomber japonicus-australasicus spp complex,#475_Scombridae_Scomber_japonicus-australasicus_spp_complex
1130,1,Scombridae,Scomberomorus niphonius,#475_Scombridae_Scomberomorus_niphonius
1131,1,Paralichthyidae,Paralichthys olivaceus,#492_Paralichthyidae_Paralichthys_olivaceus
1132,0,Paralichthyidae,Pseudorhombus cinnamoneus,#492_Paralichthyidae_Pseudorhombus_cinnamoneus
1133,0,Paralichthyidae,Pseudorhombus oculocirris,#492_Paralichthyidae_Pseudorhombus_oculocirris
1134,0,Paralichthyidae,Pseudorhombus pentophthalmus,#492_Paralichthyidae_Pseudorhombus_pentophthalmus
1135,0,Paralichthyidae,Pseudorhombus sp,#492_Paralichthyidae_Pseudorhombus_sp
1136,0,Pleuronectidae,Eopsetta grigorjewi,#493_Pleuronectidae_Eopsetta_grigorjewi
1137,1,Pleuronectidae,Glyptocephalus stelleri,#493_Pleuronectidae_Glyptocephalus_stelleri
1138,1,Pleuronectidae,Hippoglossoides dubius,#493_Pleuronectidae_Hippoglossoides_dubius
1139,1,Pleuronectidae,Kareius bicoloratus,#493_Pleuronectidae_Kareius_bicoloratus
1140,1,Pleuronectidae,Microstomus achne,#493_Pleuronectidae_Microstomus_achne
1141,1,Pleuronectidae,Platichthys stellatus,#493_Pleuronectidae_Platichthys_stellatus
1142,0,Pleuronectidae,Pleuronectes mochigarei,#493_Pleuronectidae_Pleuronectes_mochigarei
1143,1,Pleuronectidae,Pleuronectes punctatissimus,#493_Pleuronectidae_Pleuronectes_punctatissimus
1144,0,Pleuronectidae,Pleuronectes quadrituberculatus,#493_Pleuronectidae_Pleuronectes_quadrituberculatus
1145,1,Pleuronectidae,Pleuronectes schrenki,#493_Pleuronectidae_Pleuronectes_schrenki
1146,0,Pleuronectidae,Pleuronichthys cornutus,#493_Pleuronectidae_Pleuronichthys_cornutus
1147,0,Pleuronectidae,Pleuronichthys lighti,#493_Pleuronectidae_Pleuronichthys_lighti
1148,1,Pleuronectidae,Pseudopleuronectes obscurus,#493_Pleuronectidae_Pseudopleuronectes_obscurus
1149,1,Pleuronectidae,Pseudopleuronectes yokohamae,#493_Pleuronectidae_Pseudopleuronectes_yokohamae
1150,1,Pleuronectidae,Verasper moseri,#493_Pleuronectidae_Verasper_moseri
1151,0,Pleuronectidae,Verasper variegatus,#493_Pleuronectidae_Verasper_variegatus
1152,0,Bothidae,Bothus mancus,#494_Bothidae_Bothus_mancus
1153,1,Bothidae,Bothus pantherinus,#494_Bothidae_Bothus_pantherinus
1154,0,Bothidae,Bothus sp cf pantherinus,#494_Bothidae_Bothus_sp_cf_pantherinus
1155,0,Bothidae,Tosarhombus sp,#494_Bothidae_Tosarhombus_sp
1156,0,Soleidae,Aseraggodes kobensis,#501_Soleidae_Aseraggodes_kobensis
1157,1,Soleidae,Heteromycteris japonicus,#501_Soleidae_Heteromycteris_japonicus
1158,0,Soleidae,Pseudaesopia japonica,#501_Soleidae_Pseudaesopia_japonica
1159,0,Soleidae,Zebrias zebrinus,#501_Soleidae_Zebrias_zebrinus
1160,0,Cynoglossidae,Cynoglossus bilineatus,#502_Cynoglossidae_Cynoglossus_bilineatus
1161,1,Cynoglossidae,Paraplagusia japonica,#502_Cynoglossidae_Paraplagusia_japonica
1162,1,Triacanthidae,Triacanthus biaculeatus,#504_Triacanthidae_Triacanthus_biaculeatus
1163,1,Balistidae,Balistapus undulatus,#505_Balistidae_Balistapus_undulatus
1164,0,Balistidae,Balistoides conspicillum,#505_Balistidae_Balistoides_conspicillum
1165,0,Balistidae,Melichthys niger-vidua spp complex,#505_Balistidae_Melichthys_niger-vidua_spp_complex
1166,0,Balistidae,Odonus niger,#505_Balistidae_Odonus_niger
1167,1,Balistidae,Pseudobalistes flavimarginatus,#505_Balistidae_Pseudobalistes_flavimarginatus
1168,0,Balistidae,Pseudobalistes fuscus,#505_Balistidae_Pseudobalistes_fuscus
1169,1,Balistidae,Rhinecanthus aculeatus,#505_Balistidae_Rhinecanthus_aculeatus
1170,1,Balistidae,Rhinecanthus rectangulus,#505_Balistidae_Rhinecanthus_rectangulus
1171,1,Balistidae,Rhinecanthus verrucosus,#505_Balistidae_Rhinecanthus_verrucosus
1172,0,Balistidae,Sufflamen bursa,#505_Balistidae_Sufflamen_bursa
1173,1,Balistidae,Sufflamen chrysopterum,#505_Balistidae_Sufflamen_chrysopterum
1174,0,Balistidae,Sufflamen fraenatum,#505_Balistidae_Sufflamen_fraenatum
1175,0,Balistidae,Xanthichthys lineopunctatus,#505_Balistidae_Xanthichthys_lineopunctatus
1176,1,Balistidae,Xanthichthys mento,#505_Balistidae_Xanthichthys_mento
1177,0,Monacanthidae,Acreichthys sp,#506_Monacanthidae_Acreichthys_sp
1178,0,Monacanthidae,Aluterus monoceros,#506_Monacanthidae_Aluterus_monoceros
1179,1,Monacanthidae,Aluterus scriptus,#506_Monacanthidae_Aluterus_scriptus
1180,0,Monacanthidae,Amanses scopas,#506_Monacanthidae_Amanses_scopas
1181,1,Monacanthidae,Cantherhines dumerilii,#506_Monacanthidae_Cantherhines_dumerilii
1182,1,Monacanthidae,Cantherhines pardalis,#506_Monacanthidae_Cantherhines_pardalis
1183,0,Monacanthidae,Paraluteres prionurus,#506_Monacanthidae_Paraluteres_prionurus
1184,1,Monacanthidae,Paramonacanthus japonicus,#506_Monacanthidae_Paramonacanthus_japonicus
1185,0,Monacanthidae,Pervagor janthinosoma,#506_Monacanthidae_Pervagor_janthinosoma
1186,1,Monacanthidae,Rudarius ercodes,#506_Monacanthidae_Rudarius_ercodes
1187,1,Monacanthidae,Stephanolepis cirrhifer,#506_Monacanthidae_Stephanolepis_cirrhifer
1188,0,Monacanthidae,Thamnaconus hypergyreus,#506_Monacanthidae_Thamnaconus_hypergyreus
1189,1,Monacanthidae,Thamnaconus modestus,#506_Monacanthidae_Thamnaconus_modestus
1190,1,Ostraciidae,Lactoria diaphana,#507_Ostraciidae_Lactoria_diaphana
1191,1,Ostraciidae,Ostracion immaculatum,#507_Ostraciidae_Ostracion_immaculatum
1192,0,Ostraciidae,Ostracion meleagris,#507_Ostraciidae_Ostracion_meleagris
1193,0,Ostraciidae,Tetrosomus concatenatus,#507_Ostraciidae_Tetrosomus_concatenatus
1194,1,Ostraciidae,Tetrosomus sp,#507_Ostraciidae_Tetrosomus_sp
1195,1,Tetraodontidae,Arothron hispidus,#509_Tetraodontidae_Arothron_hispidus
1196,0,Tetraodontidae,Arothron manilensis,#509_Tetraodontidae_Arothron_manilensis
1197,0,Tetraodontidae,Arothron mappa,#509_Tetraodontidae_Arothron_mappa
1198,1,Tetraodontidae,Arothron nigropunctatus,#509_Tetraodontidae_Arothron_nigropunctatus
1199,1,Tetraodontidae,Canthigaster amboinensis,#509_Tetraodontidae_Canthigaster_amboinensis
1200,1,Tetraodontidae,Canthigaster axiologus,#509_Tetraodontidae_Canthigaster_axiologus
1201,0,Tetraodontidae,Canthigaster janthinoptera,#509_Tetraodontidae_Canthigaster_janthinoptera
1202,1,Tetraodontidae,Canthigaster rivulata,#509_Tetraodontidae_Canthigaster_rivulata
1203,0,Tetraodontidae,Canthigaster rostrata?,#509_Tetraodontidae_Canthigaster_rostrata
1204,1,Tetraodontidae,Canthigaster valentini,#509_Tetraodontidae_Canthigaster_valentini
1205,0,Tetraodontidae,Chelonodon patoca,#509_Tetraodontidae_Chelonodon_patoca
1206,0,Tetraodontidae,Lagocephalus spadiceus,#509_Tetraodontidae_Lagocephalus_spadiceus
1207,0,Tetraodontidae,Takifugu alboplumbeus,#509_Tetraodontidae_Takifugu_niphobles
1208,1,Tetraodontidae,Takifugu niphobles,#509_Tetraodontidae_Takifugu_alboplumbeus
1209,0,Tetraodontidae,Takifugu ocellatus,#509_Tetraodontidae_Takifugu_ocellatus
1210,1,Tetraodontidae,Takifugu porphyreus,#509_Tetraodontidae_Takifugu_porphyreus
1211,0,Tetraodontidae,Takifugu snyderi-stictonotus spp complex,#509_Tetraodontidae_Takifugu_snyderi-stictonotus_spp_complex
1212,0,Tetraodontidae,Takifugu sp1,#509_Tetraodontidae_Takifugu_sp1
1213,0,Tetraodontidae,Takifugu spp complex #1,#509_Tetraodontidae_Takifugu_spp_complex_1
1214,0,Tetraodontidae,Takifugu spp complex #2,#509_Tetraodontidae_Takifugu_spp_complex_2
1215,1,Diodontidae,Chilomycterus reticulatus,#510_Diodontidae_Chilomycterus_reticulatus
1216,1,Diodontidae,Diodon holocanthus,#510_Diodontidae_Diodon_holocanthus
1217,1,Diodontidae,Diodon hystrix,#510_Diodontidae_Diodon_hystrix
1218,1,Diodontidae,Diodon liturosus,#510_Diodontidae_Diodon_liturosus
1219,0,Molidae,Mola alexandrini,#511_Molidae_Mola_alexandrini
1220,0,Molidae,Mola mola,#511_Molidae_Mola_mola
